strain	accession	name	segment	date	host	country	abbreviation	virus
EV71/SZ07/CHN/2014	KT428645	EV71/SZ07/CHN/2014		2014-04-XX	Human	China		Human_enterovirus_71
EV71/SZ08/CHN/2013	MF405075	EV71/SZ08/CHN/2013		2013-05-XX	Human	China	C4	Human_enterovirus_71
EV71/SZ12/CHN/2014	KT428646	EV71/SZ12/CHN/2014		2014-04-XX	Human	China		Human_enterovirus_71
EV71/SZ17/CHN/2013	MF431793	EV71/SZ17/CHN/2013		2013-07-XX	Human	China	C4	Human_enterovirus_71
EV71/SZ25/CHN/2014	KT428647	EV71/SZ25/CHN/2014		2014-05-XX	Human	China		Human_enterovirus_71
EV71/SZ42/CHN/2014	KT428648	EV71/SZ42/CHN/2014		2014-05-XX	Human	China		Human_enterovirus_71
EV71/SZ50/CHN/2014	KT428649	EV71/SZ50/CHN/2014		2014-06-XX	Human	China		Human_enterovirus_71
EV71/SZ88/CHN/2014	KT428650	EV71/SZ88/CHN/2014		2014-09-XX	Human	China		Human_enterovirus_71
EVA71/Homosapiens/VNM/12.1/2013	KX430817	EVA71/Homosapiens/VNM/12.1/2013		2013-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
EVA71/Homosapiens/VNM/12.2/2013	KX430818	EVA71/Homosapiens/VNM/12.2/2013		2013-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
EVA71/Homosapiens/VNM/13.1/2012	KX430819	EVA71/Homosapiens/VNM/13.1/2012		2012-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
EVA71/Homosapiens/VNM/13.2/2012	KX430820	EVA71/Homosapiens/VNM/13.2/2012		2012-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
EVA71/Homosapiens/VNM/14.1/2012	KX430821	EVA71/Homosapiens/VNM/14.1/2012		2012-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
EVA71/Homosapiens/VNM/14.2/2012	KX430822	EVA71/Homosapiens/VNM/14.2/2012		2012-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
EVA71/Homosapiens/VNM/15.1/2014	KX430823	EVA71/Homosapiens/VNM/15.1/2014		2014-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
EVA71/Homosapiens/VNM/15.2/2014	KX430824	EVA71/Homosapiens/VNM/15.2/2014		2014-XX-XX	Human	Viet Nam	EV_A71	Human_enterovirus_71
F1	MT360984	F1		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
F17	MT360988	F17		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
F22	MT360989	F22		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
F23	MT360990	F23		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
F6	MT360985	F6		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
F7	MT360986	F7		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
F9	MT360987	F9		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
G08	MN254979	G08		2008-XX-XX	Human	China		Human_enterovirus_71
G63/YN/CHN/2016	MN966513	G63/YN/CHN/2016		2016-06-04	Human	China	A71	Human_enterovirus_71
GIN_13_365	MG672479	GIN_13_365		20XX-XX-XX	Unknown	Guinea	A71	Human_enterovirus_71
GRE29	LR027545	GRE29	FRA07	20XX-XX-XX		Unknown		
GZ203KL21/GD/CHN/2010	MF362981	GZ203KL21/GD/CHN/2010		2010-05-XX	Unknown	China		Human_enterovirus_71
Hau1	KM077140	Hau1		2013-07-XX	Human	Taiwan		Human_enterovirus_71
HFM005	KX197455	HFM005		2012-07-08	Human	Cambodia	C4a	Human_enterovirus_71
HFM008	KX197456	HFM008		2012-07-12	Human	Cambodia	C4a	Human_enterovirus_71
HFM040	KX197457	HFM040		2012-07-14	Human	Cambodia	C4a	Human_enterovirus_71
HFM057	KX197458	HFM057		2012-07-14	Human	Cambodia	C4a	Human_enterovirus_71
HFM072	KX197459	HFM072		2012-07-15	Human	Cambodia	C4a	Human_enterovirus_71
HFM088	KX197460	HFM088		2012-07-17	Human	Cambodia	C4a	Human_enterovirus_71
HP	KY074643	HP		2008-XX-XX	Human	China	C4	Human_enterovirus_71
Huainan201401	MG773122	Huainan201401		2014-XX-XX	Human	China		Human_enterovirus_71
Huainan201402	MG773123	Huainan201402		2014-XX-XX	Human	China		Human_enterovirus_71
Huainan201403	MG773124	Huainan201403		2014-XX-XX	Human	China		Human_enterovirus_71
Huainan201404	MG773125	Huainan201404		2014-XX-XX	Human	China		Human_enterovirus_71
Huainan201405	MG773126	Huainan201405		2014-XX-XX	Human	China		Human_enterovirus_71
J098_EV_A71_WS_YN_2014	MK344771	J098_EV_A71_WS_YN_2014		2014-06-XX	Human	China	A71	Human_enterovirus_71
Jena_15_984	KX139462	Jena_15_984		2015-07-29	Human	Germany		Human_enterovirus_71
Jinan/SD/CHN/2015	KX752783	Jinan/SD/CHN/2015		2015-07-24	Human	China		Human_enterovirus_71
K14/YN/CHN/2013	MF662698	K14/YN/CHN/2013		2013-09-26	Human	China		Human_enterovirus_71
K17245	MK791153	K17245		2018-08-27	Human	China		Human_enterovirus_71
K34/YN/CHN/2013	MF662699	K34/YN/CHN/2013		2013-10-12	Human	China		Human_enterovirus_71
K36/YN/CHN/2013	MF662697	K36/YN/CHN/2013		2013-10-15	Human	China		Human_enterovirus_71
K38/YN/CHN/2013	MF662700	K38/YN/CHN/2013		2013-10-15	Human	China		Human_enterovirus_71
K509/YN/CHN/2010	MF662681	K509/YN/CHN/2010		2010-05-24	Human	China		Human_enterovirus_71
KW24/YN/CHN/2012	MF662692	KW24/YN/CHN/2012		2012-06-17	Human	China		Human_enterovirus_71
MAD_3126_11	LT719063	MAD_3126_11		2011-XX-XX	Human	Madagascar		Human_enterovirus_71
MAD_72341_04	LT719065	MAD_72341_04		2004-XX-XX	Human	Madagascar		Human_enterovirus_71
MAD_7842_10	LT719064	MAD_7842_10		2010-XX-XX	Human	Madagascar		Human_enterovirus_71
MRT_14_250	MG672481	MRT_14_250		20XX-XX-XX	Unknown	Mauritania	A71	Human_enterovirus_71
N0722_Sendai_2007	LC506515	N0722_Sendai_2007		2007-XX-XX	Human	Japan		Human_enterovirus_71
N1745_TW08/VP1_D164E	KT354866	N1745_TW08/VP1_D164E		2011-07-01	Human	Taiwan		Human_enterovirus_71
N1745_TW08/VP1_E145Q	KT354867	N1745_TW08/VP1_E145Q		2011-07-01	Human	Taiwan		Human_enterovirus_71
N1745_TW08/VP1_K98E	KT354868	N1745_TW08/VP1_K98E		2011-07-01	Human	Taiwan		Human_enterovirus_71
N1745_TW08/VP1_K98E+E145Q	KT354869	N1745_TW08/VP1_K98E+E145Q		2011-07-01	Human	Taiwan		Human_enterovirus_71
N7008_TW99_9	KT354875	N7008_TW99_9		2011-07-01	Human	Taiwan		Human_enterovirus_71
N7008_TW99/VP1_E164D	KT354873	N7008_TW99/VP1_E164D		2011-07-01	Human	Taiwan		Human_enterovirus_71
N7008_TW99/VP1_E98K	KT354871	N7008_TW99/VP1_E98K		2011-07-01	Human	Taiwan		Human_enterovirus_71
N7008_TW99/VP1_E98K+Q145E	KT354872	N7008_TW99/VP1_E98K+Q145E		2011-07-01	Human	Taiwan		Human_enterovirus_71
N7008_TW99/VP1_Q145E	KT354874	N7008_TW99/VP1_Q145E		2011-07-01	Human	Taiwan		Human_enterovirus_71
N772_Sendai_2006	LC506513	N772_Sendai_2006		2006-XX-XX	Human	Japan		Human_enterovirus_71
NER_13_194	MG672478	NER_13_194		20XX-XX-XX	Unknown	Niger	A71	Human_enterovirus_71
No.1	MT360991	No.1		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
No.2	MT360992	No.2		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
No.22	MT360995	No.22		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
No.23	MT360996	No.23		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
No.36	MT360997	No.36		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
No.40	MT360998	No.40		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
No.8	MT360993	No.8		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
No.9	MT360994	No.9		2008-XX-XX	Unknown	Taiwan	B5	Human_enterovirus_71
R1/YN/CHN/2011	MF662687	R1/YN/CHN/2011		2011-05-29	Human	China		Human_enterovirus_71
R118/YN/CHN/2016	MN966516	R118/YN/CHN/2016		2016-03-30	Human	China	A71	Human_enterovirus_71
R134/YN/CHN/2009	MF662677	R134/YN/CHN/2009		2009-04-06	Human	China		Human_enterovirus_71
R14/YN/CHN/2011	MF662688	R14/YN/CHN/2011		2011-06-12	Human	China		Human_enterovirus_71
R165/YN/CHN/2009	MF662678	R165/YN/CHN/2009		2009-07-14	Human	China		Human_enterovirus_71
R17/YN/CHN/2011	MF662689	R17/YN/CHN/2011		2011-06-14	Human	China		Human_enterovirus_71
R176/YN/CHN/2009	MF662679	R176/YN/CHN/2009		2009-07-25	Human	China		Human_enterovirus_71
R186/YN/CHN/2009	MF662680	R186/YN/CHN/2009		2009-08-14	Human	China		Human_enterovirus_71
R22/YN/CHN/2011	MF662690	R22/YN/CHN/2011		2011-06-19	Human	China		Human_enterovirus_71
R262/YN/CHN/2010	MF662682	R262/YN/CHN/2010		2010-05-19	Human	China		Human_enterovirus_71
R464/YN/CHN/2010	MF662683	R464/YN/CHN/2010		2010-06-11	Human	China		Human_enterovirus_71
R50/YN.CHN/2013	MF662701	R50/YN.CHN/2013		2013-10-27	Human	China		Human_enterovirus_71
R59/YN/CHN/2016	MN966514	R59/YN/CHN/2016		2016-03-23	Human	China	A71	Human_enterovirus_71
R6/YN/CHN/2011	MF662691	R6/YN/CHN/2011		2011-06-07	Human	China		Human_enterovirus_71
R615/YN/CHN/2010	MF662684	R615/YN/CHN/2010		2010-06-28	Human	China		Human_enterovirus_71
R642/YN/CHN/2010	MF662685	R642/YN/CHN/2010		2010-07-02	Human	China		Human_enterovirus_71
R66/YN/CHN/2016	MN966515	R66/YN/CHN/2016		2016-03-03	Human	China	A71	Human_enterovirus_71
R6_TUN	LT934386	R6_TUN		20XX-XX-XX	Unknown	?		Human_enterovirus_71
R993/YN/CHN/2010	MF662686	R993/YN/CHN/2010		2010-09-05	Human	China		Human_enterovirus_71
RA330/YN/CHN/2009	MK028135	RA330/YN/CHN/2009		2009-04-06	Human	China		Human_enterovirus_71
RW14/YN/CHN/2012	MF662693	RW14/YN/CHN/2012		2012-06-14	Human	China		Human_enterovirus_71
RW15/YN/CHN/2012	MF662694	RW15/YN/CHN/2012		2012-06-14	Human	China		Human_enterovirus_71
RW40/YN/CHN/2012	MF662695	RW40/YN/CHN/2012		2012-07-15	Human	China		Human_enterovirus_71
RW46/YN/CHN/2012	MF662696	RW46/YN/CHN/2012		2012-07-26	Human	China		Human_enterovirus_71
S0254a	MK307505	S0254a		20XX-XX-XX	Human	China	C4a	Human_enterovirus_71
SB6_1004_3	MN053433	SB6_1004_3		2006-XX-XX	Human	Malaysia	B5	Human_enterovirus_71
SB6_1048_2	MN053430	SB6_1048_2		2006-XX-XX	Human	Malaysia	B5	Human_enterovirus_71
SB6_297_2	MN053435	SB6_297_2		2006-XX-XX	Human	Malaysia	B5	Human_enterovirus_71
SB6_760_3	MN053432	SB6_760_3		2006-XX-XX	Human	Malaysia	B5	Human_enterovirus_71
SD004R/Shandong/China/2015	KY315729	SD004R/Shandong/China/2015		2015-07-20	Human	China	A71	Human_enterovirus_71
SEN_14_157	MG672480	SEN_14_157		20XX-XX-XX	Unknown	Senegal	A71	Human_enterovirus_71
SEP001	KX197461	SEP001		2012-06-15	Human	Cambodia	C4a	Human_enterovirus_71
SEP006	KX197462	SEP006		2012-06-23	Human	Cambodia	C4a	Human_enterovirus_71
SEP014_EV_A71	KX197463	SEP014_EV_A71		2012-06-28	Human	Cambodia	C4a	Human_enterovirus_71
SEP024	KX197464	SEP024		2012-07-07	Human	Cambodia	C4a	Human_enterovirus_71
SEP042	KX197465	SEP042		2012-XX-XX	Human	Cambodia	C4a	Human_enterovirus_71
SHAPHC5218/SH/CHN/14	KU936120	SHAPHC5218/SH/CHN/14		2014-03-10	Human	China	C4a	Human_enterovirus_71
SHAPHC5251/SH/CHN/14	KU936121	SHAPHC5251/SH/CHN/14		2014-03-19	Human	China	C4a	Human_enterovirus_71
SHAPHC5267/SH/CHN/14	KU936122	SHAPHC5267/SH/CHN/14		2014-03-28	Human	China	C4a	Human_enterovirus_71
SHAPHC5271/SH/CHN/14	KU936123	SHAPHC5271/SH/CHN/14		2014-03-28	Human	China	C4a	Human_enterovirus_71
SHAPHC5287/SH/CHN/14	KU936124	SHAPHC5287/SH/CHN/14		2014-04-01	Human	China	C4a	Human_enterovirus_71
SHAPHC5307/SH/CHN/14	KU936125	SHAPHC5307/SH/CHN/14		2014-04-11	Human	China	C4a	Human_enterovirus_71
SHAPHC5330/SH/CHN/14	KU936130	SHAPHC5330/SH/CHN/14		2014-04-20	Human	China	C4a	Human_enterovirus_71
SHAPHC5365/SH/CHN/14	KU936128	SHAPHC5365/SH/CHN/14		2014-05-04	Human	China	C4a	Human_enterovirus_71
SHAPHC5427/SH/CHN/14	KU936129	SHAPHC5427/SH/CHN/14		2014-06-02	Human	China	C4a	Human_enterovirus_71
SHAPHC5432/SH/CHN/14	KU936131	SHAPHC5432/SH/CHN/14		2014-05-31	Human	China	C4a	Human_enterovirus_71
SHAPHC5468/SH/CHN/14	KU936132	SHAPHC5468/SH/CHN/14		2014-06-15	Human	China	C4a	Human_enterovirus_71
SHAPHC5510/SH/CHN/14	KU936126	SHAPHC5510/SH/CHN/14		2014-07-07	Human	China	C4a	Human_enterovirus_71
SHAPHC5589/SH/CHN/14	KU936127	SHAPHC5589/SH/CHN/14		2014-09-11	Human	China	C4a	Human_enterovirus_71
SI/Isehara/Japan/99	LC375764	SI/Isehara/Japan/99		1999-XX-XX	Human	Japan		Human_enterovirus_71
SI01/TH_NMA_/06	KX372308	SI01/TH_NMA_/06		2006-07-01	Human	Thailand		Human_enterovirus_71
SiICRC_13/TH/2011	KY952186	SiICRC_13/TH/2011		2011-08-10	Human	Thailand	B5	Human_enterovirus_71
SiICRC01/TH/2012	KX372314	SiICRC01/TH/2012		2012-08-17	Human	Thailand		Human_enterovirus_71
SiICRC01/TH/2013	KX372323	SiICRC01/TH/2013		2013-02-26	Human	Thailand		Human_enterovirus_71
SiICRC01/TH/2014	KX372328	SiICRC01/TH/2014		2014-01-10	Human	Thailand		Human_enterovirus_71
SiICRC02/TH/2012	KX372315	SiICRC02/TH/2012		2012-07-23	Human	Thailand		Human_enterovirus_71
SiICRC02/TH/2013	KX372324	SiICRC02/TH/2013		2013-01-07	Human	Thailand		Human_enterovirus_71
SiICRC03/TH/2012	KX372316	SiICRC03/TH/2012		2012-10-02	Human	Thailand		Human_enterovirus_71
SiICRC04/TH/2012	KX372317	SiICRC04/TH/2012		2012-07-26	Human	Thailand		Human_enterovirus_71
SiICRC04/TH/2013	KX372326	SiICRC04/TH/2013		2013-02-05	Human	Thailand		Human_enterovirus_71
SiICRC05/TH/2012	KX372318	SiICRC05/TH/2012		2012-08-28	Human	Thailand		Human_enterovirus_71
SiICRC05/TH/2013	KX372327	SiICRC05/TH/2013		2013-11-01	Human	Thailand		Human_enterovirus_71
SiICRC05/TH/2014	KX372329	SiICRC05/TH/2014		2014-02-12	Human	Thailand		Human_enterovirus_71
SiICRC06/TH/2012	KX372319	SiICRC06/TH/2012		2012-09-12	Human	Thailand		Human_enterovirus_71
SiICRC06/TH/2014	KX372330	SiICRC06/TH/2014		2014-07-01	Human	Thailand		Human_enterovirus_71
SiICRC07/TH/2014	KX372331	SiICRC07/TH/2014		2014-07-07	Human	Thailand		Human_enterovirus_71
SiICRC08/TH/2011	KX372310	SiICRC08/TH/2011		2011-08-10	Human	Thailand		Human_enterovirus_71
SiICRC08/TH/2014	KX372332	SiICRC08/TH/2014		2014-08-20	Human	Thailand		Human_enterovirus_71
SiICRC09/TH/2012	KX372320	SiICRC09/TH/2012		2012-10-01	Human	Thailand		Human_enterovirus_71
SiICRC10/TH/2011	KX372311	SiICRC10/TH/2011		2011-08-15	Human	Thailand		Human_enterovirus_71
SiICRC10/TH/2012	KX372321	SiICRC10/TH/2012		2012-11-01	Human	Thailand		Human_enterovirus_71
SiICRC11/TH/2012	KX372322	SiICRC11/TH/2012		2012-10-01	Human	Thailand		Human_enterovirus_71
SiICRC15/TH/2011	KX372312	SiICRC15/TH/2011		2011-08-10	Human	Thailand		Human_enterovirus_71
SiICRC16/TH/2011	KX372313	SiICRC16/TH/2011		2011-06-17	Human	Thailand		Human_enterovirus_71
SilCRC03/TH/2013	KX372325	SilCRC03/TH/2013		2013-08-15	Human	Thailand		Human_enterovirus_71
Siriraj01/TH/08	KX372309	Siriraj01/TH/08		2008-07-11	Human	Thailand		Human_enterovirus_71
STU546711	LR027543	STU546711	DEU08	20XX-XX-XX		Unknown		
STU562356	LR027542	STU562356	DEU03	20XX-XX-XX		Unknown		
Sydney03	MK697694	Sydney03		2013-05-XX	Human	Australia		Human_enterovirus_71
Sydney05	MK697693	Sydney05		2013-03-XX	Human	Australia		Human_enterovirus_71
Sydney09	MK697692	Sydney09		2013-05-XX	Human	Australia		Human_enterovirus_71
Sydney11	MK697691	Sydney11		2013-05-XX	Human	Australia		Human_enterovirus_71
Sydney14	MK697690	Sydney14		2013-04-XX	Human	Australia		Human_enterovirus_71
Sydney18	MK697687	Sydney18		2013-04-XX	Human	Australia		Human_enterovirus_71
Sydney20	MK697686	Sydney20		2013-03-XX	Human	Australia		Human_enterovirus_71
Sydney30	MK697685	Sydney30		2013-03-XX	Human	Australia		Human_enterovirus_71
Sydney56	MK697680	Sydney56		2013-04-XX	Human	Australia		Human_enterovirus_71
Sydney57	MK697679	Sydney57		2013-04-XX	Human	Australia		Human_enterovirus_71
Sydney60	MK697678	Sydney60		2013-05-XX	Human	Australia		Human_enterovirus_71
Taiwan/1998_20998	MG976582	Taiwan/1998_20998		1998-XX-XX	Human	Taiwan		Human_enterovirus_71
TLLalpha	MT241233	TLLalpha		2011-XX-XX	Unknown	Singapore		Human_enterovirus_71
TLLalpha_P20	MT241234	TLLalpha_P20		2011-XX-XX	Unknown	Singapore		Human_enterovirus_71
TLLbeta	MT241235	TLLbeta		2011-XX-XX	Unknown	Singapore		Human_enterovirus_71
TLLbeta_P20	MT241236	TLLbeta_P20		2011-XX-XX	Unknown	Singapore		Human_enterovirus_71
TLLeC5	MT241238	TLLeC5		2013-XX-XX	Unknown	Singapore		Human_enterovirus_71
TLLeCA16	MT241239	TLLeCA16		2013-XX-XX	Unknown	Singapore		Human_enterovirus_71
TW_00073_2012	MG756724	TW_00073_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_00184_2012	MG756725	TW_00184_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_00583_2012	MG756726	TW_00583_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_00921_2015	MG756695	TW_00921_2015		2015-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_00998_2005	MG756696	TW_00998_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01100_2010	MG756715	TW_01100_2010		2010-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01112_2012	MG756727	TW_01112_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01361_2005	MG756697	TW_01361_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01387_2010	MG756716	TW_01387_2010		2010-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01414_2012	MG756729	TW_01414_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01485_2012	MG756728	TW_01485_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01641_2005	MG756698	TW_01641_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01709_2010	MG756717	TW_01709_2010		2010-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01744_2012	MG756730	TW_01744_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01788_2012	MG756731	TW_01788_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01807_2012	MG756732	TW_01807_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01889_2012	MG756733	TW_01889_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01904_2012	MG756734	TW_01904_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01952_2005	MG756699	TW_01952_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_01963_2012	MG756735	TW_01963_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02131_2012	MG756736	TW_02131_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02182_2010	MG756718	TW_02182_2010		2010-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02314_2012	MG756738	TW_02314_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02369_2012	MG756739	TW_02369_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02389_2008	MG756706	TW_02389_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02392_2016	MG756692	TW_02392_2016		2016-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02572_2012	MG756740	TW_02572_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02659_2011	MG756720	TW_02659_2011		2011-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02664_2012	MG756737	TW_02664_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02722_2008	MG756707	TW_02722_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_02876_2005	MG756700	TW_02876_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_03112_2012	MG756741	TW_03112_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_03530_2011	MG756721	TW_03530_2011		2011-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50144_2013	MG756754	TW_50144_2013		2013-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50193_2012	MG756742	TW_50193_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50234_2012	MG756743	TW_50234_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50490_2012	MG756744	TW_50490_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50558_2012	MG756745	TW_50558_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50601_2012	MG756746	TW_50601_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50681_2012	MG756747	TW_50681_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50837_2016	MG756691	TW_50837_2016		2016-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50878_2012	MG756748	TW_50878_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50995_2012	MG756749	TW_50995_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_50996_2015	MG756693	TW_50996_2015		2015-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_51010_2012	MG756750	TW_51010_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_51031_2015	MG756694	TW_51031_2015		2015-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_51045_2012	MG756751	TW_51045_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_51126_2012	MG756752	TW_51126_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_51135_2012	MG756753	TW_51135_2012		2012-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_70205_2005	MG756701	TW_70205_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_70389_2008	MG756708	TW_70389_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_70521_2005	MG756702	TW_70521_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_70751_2005	MG756703	TW_70751_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_70954_2008	MG756709	TW_70954_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_71215_2011	MG756722	TW_71215_2011		2011-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_71379_2008	MG756710	TW_71379_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_71650_2011	MG756723	TW_71650_2011		2011-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_71680_2008	MG756711	TW_71680_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_72031_2008	MG756712	TW_72031_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_72043_2007	MG756705	TW_72043_2007		2007-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_72219_2008	MG756713	TW_72219_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_72523_2008	MG756714	TW_72523_2008		2008-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_96050_2010	MG756719	TW_96050_2010		2010-XX-XX	Human	Taiwan		Human_enterovirus_71
TW_96102_2005	MG756704	TW_96102_2005		2005-XX-XX	Human	Taiwan		Human_enterovirus_71
USA/2016/19519	KY888025	USA/2016/19519		2016-XX-XX	Human	USA		Human_enterovirus_71
USA/2016/19522	KY888026	USA/2016/19522		2016-XX-XX	Human	USA		Human_enterovirus_71
USA/2018_23092	MK652139	USA/2018_23092		2018-11-XX	Human	USA		Human_enterovirus_71
USA/2018_23124	MK800119	USA/2018_23124		2018-XX-XX	Human	USA		Human_enterovirus_71
USA/2018_23296	MT081373	USA/2018_23296		2018-XX-XX	Human	USA		Human_enterovirus_71
USA/2018_23297	MT081374	USA/2018_23297		2018-XX-XX	Human	USA		Human_enterovirus_71
USA/2018_23298	MT081375	USA/2018_23298		2018-XX-XX	Human	USA		Human_enterovirus_71
USA/AK/2016_19516	MG976581	USA/AK/2016_19516		2016-XX-XX	Human	USA		Human_enterovirus_71
USA/CO/2018_23026	MH718269	USA/CO/2018_23026		2018-XX-XX	Human	USA		Human_enterovirus_71
Xiangyang_Hubei_09	JN230523	Xiangyang_Hubei_09		2009-04-XX	Human	China	C4	Human_enterovirus_71
Y90_3896	LC506514	Y90_3896		1990-XX-XX	Human	Japan		Human_enterovirus_71
